Instance,country,region_code,region_name,latitude,longitude,location_geom,total_hospitalized_patients,recovered,deaths
2274,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1847,15238,1227
2275,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1844,16210,1275
2276,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1824,17359,1322
2277,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1798,18890,1371
2278,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1789,19834,1418
2279,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1766,20181,1461
2280,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1763,20558,1506
2281,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1773,21507,1555
2282,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1737,22766,1589
2283,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1714,25221,1616
2284,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1686,26432,1650
2285,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1647,28188,1689
2286,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1615,29204,1723
2287,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1580,29984,1759
2288,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1592,30368,1793
2289,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1573,32171,1829
2290,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1572,33798,1863
2291,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1539,36503,1895
2292,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1477,38033,1923
2293,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1439,39675,1946
2294,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1424,40504,1967
2295,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1426,41264,1999
2296,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1410,42192,2030
2297,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1371,44021,2059
2298,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1310,45353,2087
2299,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1273,46885,2109
2300,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1245,47763,2131
2301,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1254,48491,2155
2302,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1267,49114,2181
2303,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1235,50397,2203
2304,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1204,51197,2213
2305,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1181,52258,2239
2306,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1169,53109,2256
2307,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1184,53361,2283
2308,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1201,54151,2298
2309,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1239,54694,2326
2310,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1262,55500,2352
2311,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1251,56577,2381
2312,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1240,57364,2412
2313,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1249,57979,2440
2314,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1276,58082,2468
2315,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1321,58462,2494
2316,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1367,58832,2528
2317,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1388,59524,2564
2318,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1384,60874,2593
2319,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1424,61307,2629
2320,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1446,62147,2664
2321,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1461,63229,2695
2322,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1473,63821,2728
2323,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1506,64058,2765
2324,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1551,64712,2805
2325,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1579,66006,2841
2326,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1602,67649,2877
2327,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1613,69375,2916
2328,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1618,70884,2954
2329,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1630,71315,2989
2330,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1649,72095,3027
2331,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1667,73057,3064
2332,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1674,75326,3101
2333,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1657,76337,3129
2334,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1663,77269,3161
2335,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1667,78056,3194
2336,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1658,78872,3226
2337,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1666,79376,3260
2338,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1664,80832,3296
2339,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1653,82239,3334
2340,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1620,84050,3371
2341,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1584,86866,3408
2342,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1553,89076,3443
2343,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1529,90336,3478
2344,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1540,91159,3508
2345,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1529,92695,3545
2346,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1510,94038,3579
2347,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1473,95271,3603
2348,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1426,96956,3634
2349,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1405,98057,3657
2350,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1376,98863,3682
2351,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1373,99396,3704
2352,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1337,100527,3728
2353,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1278,102127,3757
2354,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1236,103793,3783
2355,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1224,105611,3804
2356,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1211,106471,3824
2357,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1195,107030,3848
2358,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1200,107658,3869
2359,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1163,108330,3891
2360,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1115,109615,3915
2361,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1075,110720,3941
2362,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1034,112573,3963
2363,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1007,114692,3981
2364,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),989,115811,3999
2365,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),985,116017,4018
2366,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),953,117158,4039
2367,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),946,118646,4060
2368,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),930,119908,4075
2369,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),908,120894,4096
2370,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),868,122217,4117
2371,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),858,122438,4138
2372,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),858,122699,4156
2373,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),849,123703,4170
2374,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),813,124825,4187
2375,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),794,125955,4201
2376,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),790,128329,4213
2377,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),783,131862,4223
2378,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),780,135433,4235
2379,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),789,137250,4254
2380,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),777,139024,4272
2381,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),775,140225,4287
2382,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),771,141038,4305
2383,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),772,141430,4318
2384,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),783,141993,4331
2385,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),791,142140,4344
2386,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),825,142216,4358
2387,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),838,142781,4371
2388,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),850,143362,4383
2389,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),848,143641,4397
2390,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),847,144162,4412
2391,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),853,144985,4422
2392,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),876,145217,4430
2393,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),906,145436,4451
2394,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),935,146296,4471
2395,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),931,147141,4493
2396,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),931,148409,4513
2397,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),920,148870,4535
2398,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),940,149728,4558
2399,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),973,150068,4583
2400,ITA,19,Sicilia,38.11569725,13.3623567,POINT(13.3623567 38.11569725),1009,150426,4607
2401,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),0,0,0
2402,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),0,0,0
2403,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),0,0,0
2404,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),0,0,0
2405,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),0,0,0
2406,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),0,0,0
2407,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),0,0,0
2408,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),0,0,0
2409,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),1,0,0
2410,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),1,0,0
2411,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),2,0,0
2412,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),2,0,0
2413,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),2,0,0
2414,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),5,0,0
2415,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),8,0,0
2416,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),9,0,0
2417,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),10,0,0
2418,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),12,0,0
2419,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),12,0,0
2420,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),14,0,0
2421,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),16,0,2
2422,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),39,0,2
2423,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),40,0,2
2424,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),49,0,2
2425,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),52,0,2
2426,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),71,3,2
2427,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),81,5,4
2428,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),83,5,7
2429,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),94,5,11
2430,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),99,11,15
2431,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),101,12,18
2432,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),112,13,19
2433,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),112,13,21
2434,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),117,29,26
2435,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),128,29,27
2436,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),137,32,28
2437,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),141,34,31
2438,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),146,36,34
2439,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),141,36,40
2440,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),146,40,41
2441,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),147,44,41
2442,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),151,49,43
2443,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),149,56,47
2444,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),148,62,52
2445,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),143,76,59
2446,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),131,86,64
2447,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),133,118,69
2448,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),137,130,73
2449,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),135,137,73
2450,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),134,139,75
2451,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),131,158,80
2452,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),133,208,83
2453,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),133,214,85
2454,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),136,220,86
2455,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),135,231,86
2456,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),139,265,86
2457,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),136,288,86
2458,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),133,306,93
2459,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),117,318,96
2460,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),110,339,98
2461,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),114,351,102
2462,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),114,374,103
2463,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),115,388,109
2464,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),116,398,109
2465,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),114,404,109
2466,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),104,413,116
2467,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),103,435,116
2468,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),96,452,117
2469,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),99,466,119
2470,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),102,511,119
2471,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),100,545,119
2472,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),103,557,119
2473,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),102,577,119
2474,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),99,622,119
2475,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),100,658,119
2476,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),98,665,119
2477,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),93,705,120
2478,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),94,712,120
2479,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),88,718,120
2480,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),88,734,120
2481,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),86,755,125
2482,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),85,762,125
2483,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),85,812,125
2484,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),86,823,125
2485,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),82,847,126
2486,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),80,887,126
2487,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),78,898,126
2488,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),76,911,127
2489,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),64,922,128
2490,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),64,940,129
2491,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),54,982,129
2492,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),52,994,129
2493,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),43,1000,130
2494,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),43,1010,130
2495,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),40,1025,130
2496,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),39,1036,130
2497,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),36,1040,130
2498,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),35,1041,130
2499,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),24,1065,131
2500,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),22,1071,131
2501,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),13,1080,131
2502,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),13,1118,131
2503,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),11,1161,131
2504,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),11,1171,131
2505,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),11,1172,131
2506,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),10,1175,131
2507,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),10,1176,131
2508,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),10,1180,131
2509,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),11,1188,131
2510,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),11,1190,131
2511,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),12,1197,132
2512,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),12,1198,132
2513,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),12,1198,132
2514,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),13,1200,132
2515,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),11,1203,132
2516,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),10,1204,132
2517,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),10,1206,132
2518,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),9,1209,132
2519,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),9,1209,132
2520,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),9,1209,132
2521,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),7,1213,132
2522,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),7,1214,132
2523,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),6,1216,132
2524,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),5,1218,132
2525,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),6,1218,132
2526,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),6,1218,132
2527,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),6,1218,132
2528,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),6,1219,133
2529,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),5,1222,133
2530,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),7,1222,133
2531,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),6,1222,133
2532,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),6,1223,133
2533,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),4,1225,133
2534,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),3,1227,134
2535,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),5,1224,134
2536,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),3,1227,134
2537,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),3,1227,134
2538,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),3,1228,134
2539,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),3,1229,134
2540,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),3,1229,134
2541,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),3,1229,134
2542,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),4,1230,134
2543,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),4,1230,134
2544,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),4,1232,134
2545,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),5,1233,134
2546,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),7,1233,134
2547,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),7,1233,134
2548,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),7,1233,134
2549,ITA,20,Sardegna,39.21531192,9.110616306,POINT(9.110616306 39.21531192),7,1233,134
